Data e hora de Execução: 13-07-2024-18-04-21
Tempos em segundos:
Tamanho/Tipo,Aleatorio,Aleatorio-RangeMenor,Aleatorio-RangeMaior,Aleatorio-CEP,Aleatorio-Iguais,Aleatorio-Extremo,Crescente,Crescente-RangeMenor,Crescente-RangeMaior,Crescente-CEP,Crescente-Iguais,Crescente-Extremo,Decrescente,Decrescente-RangeMenor,Decrescente-RangeMaior,Decrescente-CEP,Decrescente-Iguais,Decrescente-Extremo
10000,0.003883,0.001012,0.003727,0.002317,0.000552,0.005712,0.001322,0.000760,0.000640,0.001990,0.001291,0.006154,0.001511,0.000907,0.003400,0.001866,0.002262,0.005516,
100000,0.024983,0.021393,0.063351,0.040975,0.005431,0.062278,0.022862,0.008708,0.007332,0.037023,0.013585,0.062745,0.024543,0.008515,0.037678,0.033802,0.024538,0.069789,
500000,0.241566,0.180918,0.932309,0.389122,0.029601,1.098110,0.164908,0.051085,0.034788,0.224561,0.079860,0.578919,0.147620,0.048573,0.246289,0.292217,0.165304,0.463940,
1000000,0.696478,0.374328,1.869343,0.893935,0.069868,2.065754,0.327702,0.128751,0.080419,0.550771,0.169049,0.952066,0.277463,0.094643,0.452944,0.605768,0.324694,1.103190,
Tempo Total,170.212128
Tempo Médio Total,0.236406
